0.098541809,0,0
0.024635453,0,0
0.113323081,0,0
0.024635453,0,0
0.118250171,0,0
0.049270904,0,0
0.118250171,0,0
0.024635453,0,0
0.093614718,0,0
0.049270904,0,0
0.044343814,0,0
0.098541809,0,0
0.024635453,0,0
0.118250171,0,0
0.024635453,0,0
0.118250171,0,0
0.083760537,0.004496333,0
0.980491,0.004496333,0
1.044543176,0.024521667,0
0.758771931,0.024521667,0
0.270989975,0.048594667,0
0.152739804,0.048594667,0
0.137958532,0.075404333,0
0.97556391,0.075404333,0
0.202010709,0.088737333,0
0.226646161,0.088737333,0
0.142885623,0.070222667,0
0.980491,0.070222667,0
8.326783362,0.053929333,0
3.212462977,0.053929333,0
0.241427432,0.01248,0
0.285771247,0.01248,0
0.266062885,0,0
0.714428116,0,0
0.251281613,0,0
0.285771247,0,0
0.640521759,0,0
0.295625427,0,0
0.261135794,0,0
0.285771247,0,0
0.32518797,0,0
0.226646161,0,3
0.344896331,0,3
0.093614718,0,3
0.10839599,0,0
0.024635453,0,0
0.113323081,0,0
0.024635453,0,0
0.078833448,0,0
0.059125086,0,0
0.039416723,0,0
0.123177262,0,0
0.024635453,0,0
0.113323081,0,0
0.024635453,0,0
0.113323081,0,0
0.029562542,0,0
0.059125086,0,0
0.078833448,0,0
0.024635453,0,0
0.113323081,0,0
0.024635453,0,0
0.113323081,0,0
0.024635453,0,0
0.054197995,0.037272333,0
0.551834132,0.037272333,0
1.448564594,0.144584333,0
0.758771931,0.144584333,0
0.039416723,0.244148667,0
0.586323764,0.244148667,0
0.270989975,0.276232,0
0.261135794,0.276232,0
0.137958532,0.289674333,0
0.21679198,0.289674333,0
4.483652314,0.28948,0
7.060520622,0.28948,0
0.970636819,0.218238333,0
0.187229437,0.218238333,0
0.049270904,0.093865,0
1.123376624,0.093865,0
0.221719071,0,0
0.330115061,0,0
0.266062885,0,0
0.315333789,0,0
2.838004102,0,0
0.32026088,0,0
0.226646161,0,0
0.330115061,0,0
0.231573252,0,0
0.157666895,0,0
0.123177262,0,0
0.024635453,0,0
0.10839599,0,0
0.024635453,0,0
0.118250171,0,0
0.024635453,0,0
0.10839599,0,0
0.034489633,0,0
0.029562542,0,0
0.113323081,0,0
0.029562542,0,0
0.133031442,0,0
0.029562542,0,0
0.059125086,0,0
0.078833448,0,0
0.024635453,0,0
0.113323081,0,0
0.024635453,0,0
0.113323081,0,0
0.029562542,0,0
0.049270904,0,0
0.113323081,0,0
0.024635453,0.006519667,0
0.113323081,0.006519667,0
0.87209501,0.044306,0
2.975962635,0.044306,0
1.522470951,0.150038667,0
0.1034689,0.150038667,0
0.487781955,0.126746,0
0.610959216,0.126746,0
0.261135794,0.126719333,0
2.429055595,0.126719333,0
0.226646161,0.108240667,0
0.182302346,0.108240667,0
0.226646161,0.059966,0
1.892002735,0.059966,0
8.134626342,0.014782333,0
2.773951926,0.014782333,0
0.280844156,0,0
0.241427432,0,0
0.675011392,0,0
0.231573252,0,0
0.330115061,0,0
0.231573252,0,0
0.379385965,0,0
4.252079063,0,0
0.354750513,0,0
0.256208704,0,0
0.128104352,0,0
0.059125086,0,0
0.221719071,0,0
0.073906357,0,0
0.024635453,0,0
0.113323081,0,0
0.024635453,0,0
0.137958532,0,0
0.029562542,0,0
0.093614718,0,0
0.049270904,0,0
0.019708362,0,0
0.118250171,0,0
0.024635453,0,0
0.113323081,0,0
0.024635453,0,0
0.1034689,0,0
0.039416723,0,0
0.034489633,0,0
0.1034689,0,0
0.024635453,0,0
0.118250171,0,0
0.049270904,0.02623,0
0.689792664,0.02623,0
1.438710412,0.133748,0
0.256208704,0.133748,0
0.300552518,0.111054,0
0.034489633,0.111054,0
0.123177262,0.130514667,0
0.463146503,0.130514667,0
0.261135794,0.136142,0
0.073906357,0.136142,0
0.182302346,0.136029667,0
0.024635453,0.136029667,0
0.118250171,0.208248333,0
0.261135794,0.208248333,0
6.789530647,0.101203333,0
2.808441559,0.101203333,0
0.620813397,0,0
0.261135794,0,0
0.246354522,0,0
0.310406699,0,0
0.251281613,0,0
0.300552518,0,0
0.729209387,0,0
0.330115061,0,0
0.241427432,0,0
0.192156527,0,0
0.024635453,0,0
0.113323081,0,0
0.024635453,0,0
0.068979267,0,0
